Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Sector,Industry,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huafon Chemical Co Ltd,,CNE000001NK6,CN,Basic Materials,Specialty Chemicals,8697.754587,,,15742.95206,2.3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hua Hong Semiconductor Ltd,,HK0000218211,HK,Technology,Semiconductors,34953.5932,,,157342.9414,2.27e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hualan Biological Engineering Inc,,CNE000001JN8,CN,Healthcare,Biotechnology,12030.53906,,,44854.98696,6.5e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hua Nan Financial Holdings Co Ltd,,TW0002880002,TW,Financial Services,Banks - Regional,750862.8865,,,967314.6502,1.396e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huaneng Lancang River Hydropower Inc,,CNE100002T71,CN,Utilities,Utilities - Renewable,26743.56317,,,56276.30115,8.1e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huaneng Power International Inc,,CNE1000006Z4,CN,Utilities,Utilities - Independent Power Producers,251991.0207,,,224246.8663,3.24e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huaneng Power International Inc,,CNE000001998,CN,Utilities,Utilities - Independent Power Producers,56876.81201,,,85201.97649,1.23e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huatai Securities Co Ltd,,CNE100000LQ8,CN,Financial Services,Capital Markets,24516.2877,,,95421.51298,1.38e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huatai Securities Co Ltd,,CNE100001YQ9,CN,Financial Services,Capital Markets,76572.75534,,,208884.2256,3.01e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huaxia Bank Co Ltd,,CNE000001FW7,CN,Financial Services,Banks - Regional,47309.28196,,,83850.30479,1.21e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huayu Automotive Systems Co Ltd,,CNE000000M15,CN,Consumer Cyclical,Auto Parts,1089763.815,,,4246366.669,6.127e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,HUB24 Ltd,,AU000000HUB4,AU,Financial Services,Capital Markets,1136472.759,,,79098504.06,0.00114133
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hubbell Inc,,US4435106079,US,Industrials,Electrical Equipment & Parts,8795.087289,,,5950374.093,8.586e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,HubSpot Inc,,US4435731009,US,Technology,Software - Application,6476.072332,,,7287947.858,0.00010516
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huizhou Desay Sv Automotive Co Ltd,,CNE1000033C7,CN,Consumer Cyclical,Auto Parts,2288.241043,,,55751.20876,8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hulic Co Ltd,,JP3360800001,JP,Real Estate,Real Estate Services,18697.9821,,,263255.3936,3.8e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Humana Inc,,US4448591028,US,Healthcare,Healthcare Plans,32189.91979,,,13190510.46,0.00019033
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Humanwell Healthcare Group Co Ltd,,CNE000000QW6,CN,Healthcare,Drug Manufacturers - Specialty & Generic,9429.341421,,,48781.10461,7e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hunan Valin Steel Co Ltd,,CNE000001006,CN,Basic Materials,Steel,43813.92264,,,40524.17174,5.8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hundsun Technologies Inc,,CNE000001GD5,CN,Technology,Software - Application,9630.934238,,,59648.16048,8.6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Huntington Bancshares Inc/OH,,US4461501045,US,Financial Services,Banks - Regional,43325.75376,,,1138512.501,1.643e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,H World Group Ltd,,US44332N1063,US,Consumer Cyclical,Lodging,14911.50463,,,795488.9738,1.148e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyatt Hotels Corp,,US4485791028,US,Consumer Cyclical,Lodging,2752.670919,,,697915.3392,1.007e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,HYBE Co Ltd,,KR7352820005,KR,Communication Services,Entertainment,1455.044926,,,308734.2369,4.45e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hydro One Ltd,,CA4488112083,CA,Utilities,Utilities - Regulated Electric,97342.20444,,,4839442.208,6.983e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hygon Information Technology Co Ltd,,CNE100005PT2,CN,Technology,Computer Hardware,9228.561479,,,305874.0168,4.41e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hypera SA,,BRHYPEACNOR0,BR,Healthcare,Drug Manufacturers - Specialty & Generic,19790.23675,,,93595.76488,1.35e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyundai Glovis Co Ltd,,KR7086280005,KR,Industrials,Integrated Freight & Logistics,2228.901222,,,288796.9756,4.17e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyundai Mobis Co Ltd,,KR7012330007,KR,Consumer Cyclical,Auto Parts,30293.25731,,,7860117.589,0.00011342
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyundai Motor Co,,KR7005380001,KR,Consumer Cyclical,Auto Manufacturers,109456.9651,,,25458404.83,0.00036735
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyundai Motor Co,,KR7005381009,KR,Consumer Cyclical,Auto Manufacturers,1361.564386,,,227952.6462,3.29e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyundai Motor Co,,KR7005382007,KR,Consumer Cyclical,Auto Manufacturers,2146.800922,,,367424.6526,5.3e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Hyundai Rotem Co Ltd,,KR7064350002,KR,Industrials,Railroads,4397.649749,,,239788.827,3.46e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,iA Financial Corp Inc,,CA45075E1043,CA,Financial Services,Insurance - Diversified,27793.79697,,,4161288.194,6.004e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Iberdrola SA,,ES0144580Y14,ES,Utilities,Utilities - Diversified,1083425.92,,,24099324.89,0.00034773
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ICICI Bank Ltd,,INE090A01021,IN,Financial Services,Banks - Regional,1158511.25,,,28011099.94,0.00040418
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ICICI Lombard General Insurance Co Ltd,,INE765G01017,IN,Financial Services,Insurance - Diversified,14301.70974,,,482342.15,6.96e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ICICI Prudential Life Insurance Co Ltd,,INE726G01019,IN,Financial Services,Insurance - Life,21372.90293,,,264037.6222,3.81e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ICL Group Ltd,,IL0002810146,IL,Basic Materials,Agricultural Inputs,38620.07354,,,308143.3886,4.45e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Idemitsu Kosan Co Ltd,,JP3142500002,JP,Energy,Oil & Gas Refining & Marketing,58804.65547,,,625783.0266,9.03e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IDEX Corp,,US45167R1041,US,Industrials,Specialty Industrial Machinery,6424.867012,,,2171784.578,3.134e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IDEXX Laboratories Inc,,US45168D1046,US,Healthcare,Diagnostics & Research,29295.03921,,,19561884.87,0.00028226
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IDFC First Bank Ltd,,INE092T01019,IN,Financial Services,Banks - Regional,217169.1132,,,258680.1468,3.73e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IDP Education Ltd,,AU000000IEL5,AU,Consumer Defensive,Education & Training Services,3173048.493,,,40075602.47,0.00057826
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IEIT Systems Co Ltd,,CNE0000012M2,CN,Technology,Computer Hardware,5202.395267,,,59721.27039,8.6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Iflytek Co Ltd,,CNE100000B81,CN,Technology,Software - Application,8307.574942,,,88823.30694,1.28e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IGM Financial Inc,,CA4495861060,CA,Financial Services,Asset Management,46155.11187,,,2379642.454,3.434e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IGO Ltd,,AU000000IGO4,AU,Basic Materials,Other Industrial Metals & Mining,4320806.685,,,20610247.89,0.00029739
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IHH Healthcare Bhd,,MYL5225OO007,MY,Healthcare,Medical Care Facilities,130872.7559,,,345082.454,4.98e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Illinois Tool Works Inc,,US4523081093,US,Industrials,Specialty Industrial Machinery,58104.4658,,,23795475.01,0.00034335
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Illumina Inc,,US4523271090,US,Healthcare,Diagnostics & Research,51917.72652,,,11205306.95,0.00016168
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Iluka Resources Ltd,,AU000000ILU1,AU,Basic Materials,Other Industrial Metals & Mining,7039781.38,,,35550895.97,0.00051297
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IMCD NV,,NL0010801007,NL,Basic Materials,Specialty Chemicals,4612.600571,,,1107010.558,1.597e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Imdex Ltd,,AU000000IMD5,AU,Industrials,Farm & Heavy Construction Machinery,1244851.348,,,2888055.127,4.167e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Imeik Technology Development Co Ltd,,CNE100004868,CN,Healthcare,Medical Instruments & Supplies,1024.221568,,,41360.18853,6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Immutep Ltd,,AU000000IMM6,AU,Healthcare,Biotechnology,32510296.07,,,11866258.07,0.00017122
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Impala Platinum Holdings Ltd,,ZAE000083648,ZA,Basic Materials,Other Precious Metals & Mining,47997.4439,,,360493.4084,5.2e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Imperial Oil Ltd,,CA4530384086,CA,Energy,Oil & Gas Integrated,8506.585542,,,846300.4711,1.221e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Imugene Ltd,,AU000000IMU9,AU,Healthcare,Biotechnology,288675.4326,,,10680.99105,1.5e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inari Amertron Bhd,,MYQ0166OO007,MY,Technology,Semiconductor Equipment & Materials,155258.9837,,,171604.6008,2.48e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Incitec Pivot Ltd,,AU000000IPL1,AU,Basic Materials,Specialty Chemicals,19372037.28,,,56760069.23,0.000819
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Incyte Corp,,US45337C1027,US,Healthcare,Biotechnology,91875.65813,,,10249296.15,0.00014789
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indah Kiat Pulp & Paper Tbk PT,,ID1000062201,ID,Basic Materials,Paper & Paper Products,162574.8521,,,110936.7139,1.6e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indian Hotels Co Ltd/The,,INE053A01029,IN,Consumer Cyclical,Lodging,50646.1308,,,838452.7797,1.21e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indian Oil Corp Ltd,,INE242A01010,IN,Energy,Oil & Gas Refining & Marketing,167837.4001,,,431912.1462,6.23e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indian Railway Catering & Tourism Corp Ltd,,INE335Y01020,IN,Industrials,Railroads,14262.69177,,,211729.57,3.06e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indofood CBP Sukses Makmur Tbk PT,,ID1000116700,ID,Consumer Defensive,Packaged Foods,138595.0614,,,158202.0763,2.28e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indofood Sukses Makmur Tbk PT,,ID1000057003,ID,Consumer Defensive,Packaged Foods,260932.6376,,,201619.3163,2.91e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IndusInd Bank Ltd,,INE095A01012,IN,Financial Services,Banks - Regional,16673.67683,,,302016.6846,4.36e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indus Towers Ltd,,INE121J01017,IN,Communication Services,Telecom Services,1633018.297,,,10529883.71,0.00015194
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industria de Diseno Textil SA,,ES0148396007,ES,Consumer Cyclical,Apparel Retail,195673.4075,,,16244920.67,0.0002344
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrial Bank Co Ltd,,CNE000001QZ7,CN,Financial Services,Banks - Regional,72215.7493,,,306163.3351,4.42e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrial Bank of Korea,,KR7024110009,KR,Financial Services,Banks - Regional,253617.3578,,,3987283.258,5.753e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrial & Commercial Bank of China Ltd,,CNE000001P37,CN,Financial Services,Banks - Diversified,224276.0728,,,343411.4691,4.96e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrial & Commercial Bank of China Ltd,,CNE1000003G1,CN,Financial Services,Banks - Diversified,6661418.727,,,7216090.97,0.00010412
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrial Securities Co Ltd,,CNE100000V95,CN,Financial Services,Capital Markets,30767.29076,,,42617.63185,6.1e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrias Penoles SAB de CV,,MXP554091415,MX,Basic Materials,Other Industrial Metals & Mining,11810.25013,,,244207.6196,3.52e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrie De Nora SpA,,IT0005186371,IT,Industrials,Electrical Equipment & Parts,65031.1945,,,823325.6104,1.188e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industries Qatar QSC,,QA000A0KD6K3,QA,Basic Materials,Agricultural Inputs,89883.57135,,,529096.0519,7.63e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrivarden AB,,SE0000190126,SE,Financial Services,Asset Management,11379.75875,,,581202.0819,8.39e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Industrivarden AB,,SE0000107203,SE,Financial Services,Asset Management,11480.56101,,,585846.9392,8.45e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Indutrade AB,,SE0001515552,SE,Industrials,Industrial Distribution,19362.29241,,,783984.9869,1.131e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Infineon Technologies AG,,DE0006231004,DE,Technology,Semiconductors,300755.9942,,,15794211.66,0.0002279
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Info Edge India Ltd,,INE663F01024,IN,Communication Services,Internet Content & Information,4213.940166,,,689812.3076,9.95e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Infomedia Ltd,,AU000000IFM0,AU,Technology,Software - Application,791071.8411,,,1218250.635,1.758e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Informa PLC,,GB00BMJ6DW54,GB,Communication Services,Publishing,211898.7749,,,3422125.926,4.938e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Infosys Ltd,,INE009A01021,IN,Technology,Information Technology Services,193757.1715,,,6871888.449,9.916e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Infrastrutture Wireless Italiane SpA,,IT0005090300,IT,Real Estate,Real Estate Services,9438.310454,,,154931.0885,2.24e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Infratil Ltd,,NZIFTE0003S3,NZ,Industrials,Conglomerates,3834199.151,,,44354556.34,0.00064
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Ingenic Semiconductor Co Ltd,,CNE100001377,CN,Technology,Semiconductors,3739.221598,,,56427.56892,8.1e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Ingersoll Rand Inc,,US45687V1061,US,Industrials,Specialty Industrial Machinery,39649.01437,,,5792860.922,8.359e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ING Groep NV,,NL0011821202,NL,Financial Services,Banks - Diversified,3389975.873,,,85780692.8,0.00123775
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inghams Group Ltd,,AU000000ING6,AU,Consumer Defensive,Farm Products,686669.3501,,,2183608.533,3.151e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inner Mongolia BaoTou Steel Union Co Ltd,,CNE0000017H1,CN,Basic Materials,Steel,105084.32,,,43249.05632,6.2e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inner Mongolia Junzheng Energy & Chemical Industry Group Co Ltd,,CNE1000010F8,CN,Basic Materials,Chemicals,64460.92886,,,75025.35164,1.08e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inner Mongolia Yili Industrial Group Co Ltd,,CNE000000JP5,CN,Consumer Defensive,Packaged Foods,22780.80115,,,152129.6942,2.2e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Innolux Corp,,TW0003481008,TW,Technology,Electronic Components,451215.9346,,,318986.1014,4.6e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Innovent Biologics Inc,,KYG4818G1010,KY,Healthcare,Biotechnology,68628.6487,,,522256.7696,7.54e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inpex Corp,,JP3294460005,JP,Energy,Oil & Gas E&P,73915.63555,,,1496837.738,2.16e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,InPost SA,,LU2290522684,LU,Industrials,Specialty Business Services,9509.956843,,,262590.8746,3.79e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Insignia Financial Ltd,,AU000000IFL2,AU,Financial Services,Asset Management,2570934.168,,,9126816.297,0.00013169
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Insulet Corp,,US45784P1012,US,Healthcare,Medical Devices,8312.124189,,,3504879.696,5.057e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Insurance Australia Group Ltd,,AU000000IAG3,AU,Financial Services,Insurance - Property & Casualty,16484204.14,,,139456367.0,0.00201225
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intact Financial Corp,,CA45823T1066,CA,Financial Services,Insurance - Property & Casualty,25202.44608,,,7407656.036,0.00010689
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Integral Diagnostics Ltd,,AU000000IDX2,AU,Healthcare,Diagnostics & Research,3610878.785,,,10507657.26,0.00015162
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intel Corp,,US4581401001,US,Technology,Semiconductors,406989.9467,,,13179598.53,0.00019017
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intelligent Monitoring Group Ltd,,AU0000199713,AU,Industrials,Security & Protection Services,1610407.205,,,901828.0349,1.301e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inter & Co Inc,,KYG4R20B1074,KY,Financial Services,Banks - Regional,14062.72471,,,95848.66215,1.38e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Interconexion Electrica SA ESP,,COE15PA00026,CO,Utilities,Utilities - Regulated Electric,29775.74437,,,182298.8511,2.63e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intercontinental Exchange Inc,,US45866F1049,US,Financial Services,Financial Data & Stock Exchanges,62936.40037,,,15146819.06,0.00021856
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,InterContinental Hotels Group PLC,,GB00BHJYC057,GB,Consumer Cyclical,Lodging,8509.009252,,,1713261.463,2.472e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,InterGlobe Aviation Ltd,,INE646L01027,IN,Industrials,Airlines,11084.41096,,,952335.4508,1.374e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,International Business Machines Corp,,US4592001014,US,Technology,Information Technology Services,136521.2558,,,48472046.62,0.00069941
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,International Container Terminal Services Inc,,PHY411571011,PH,,,60380.30007,,,650759.8204,9.39e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,International Flavors & Fragrances Inc,,US4595061015,US,Basic Materials,Specialty Chemicals,53640.17033,,,7325004.281,0.00010569
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,International Games System Co Ltd,,TW0003293007,TW,Communication Services,Electronic Gaming & Multimedia,13818.86243,,,663081.1489,9.57e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,International Paper Co,,US4601461035,US,Consumer Cyclical,Packaging & Containers,23221.51545,,,2018544.716,2.913e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Interpublic Group of Cos Inc/The,,US4606901001,US,Communication Services,Advertising Agencies,160570.8783,,,7266730.208,0.00010485
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intertek Group PLC,,GB0031638363,GB,Industrials,Specialty Business Services,8656.669169,,,827895.0841,1.195e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intesa Sanpaolo SpA,,IT0000072618,IT,Financial Services,Banks - Regional,3136362.933,,,20263060.22,0.00029238
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intouch Holdings PCL,,TH0201010R12,TH,,,57185.70422,,,262768.0101,3.79e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intuit Inc,,US4612021034,US,Technology,Software - Application,41382.34893,,,42007278.21,0.00060613
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Intuitive Surgical Inc,,US46120E6023,US,Healthcare,Medical Instruments & Supplies,99453.10593,,,83841626.7,0.00120977
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Inventec Corp,,TW0002356003,TW,Technology,Computer Hardware,160136.2293,,,395241.6975,5.7e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Investment AB Latour,,SE0010100958,SE,Industrials,Conglomerates,3409.536388,,,137504.9197,1.98e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Investor AB,,SE0015811963,SE,Financial Services,Asset Management,107222.4578,,,4587538.11,6.619e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IOI Corp Bhd,,MYL1961OO001,MY,Consumer Defensive,Packaged Foods,149406.2891,,,209387.8012,3.02e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ioneer Ltd,,AU0000028946,AU,Basic Materials,Other Industrial Metals & Mining,20079.60875,,,3212.737399,5e-08
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IPD Group Ltd/Australia,,AU0000189318,AU,,,1112800.566,,,4306538.19,6.214e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IperionX Ltd,,AU0000208910,AU,Basic Materials,Other Industrial Metals & Mining,3837.542376,,,21106.48307,3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IPH Ltd,,AU000000IPH9,AU,Industrials,Specialty Business Services,1033807.041,,,5200049.419,7.503e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Ipsen SA,,FR0010259150,FR,Healthcare,Drug Manufacturers - Specialty & Generic,15414.85017,,,2853914.404,4.118e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IQVIA Holdings Inc,,US46266C1053,US,Healthcare,Diagnostics & Research,22885.23735,,,7263470.881,0.00010481
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,IRESS Ltd,,AU000000IRE2,AU,Technology,Software - Application,737400.3013,,,6865196.805,9.906e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,iShares MSCI Saudi Arabia Capped UCITS ETF,,IE00BYYR0489,IE,,,2839139.748,,,29269529.22,0.00042234
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,iShares MSCI Saudi Arabia ETF,,US46434V4234,US,,,225218.0011,,,14855694.36,0.00021436
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Israel Discount Bank Ltd,,IL0006912120,IL,Financial Services,Banks - Regional,176475.7492,,,1949397.167,2.813e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Isuzu Motors Ltd,,JP3137200006,JP,Consumer Cyclical,Auto Manufacturers,41455.84019,,,919601.6519,1.327e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Itausa SA,,BRITSAACNPR7,BR,Industrials,Conglomerates,1642244.708,,,3791099.692,5.47e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Itau Unibanco Holding SA,,BRITUBACNPR1,BR,Financial Services,Banks - Regional,279545.7317,,,2245856.775,3.241e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,ITOCHU Corp,,JP3143600009,JP,Industrials,Conglomerates,94083.15409,,,7572626.13,0.00010927
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Ivanhoe Mines Ltd,,CA46579R1047,CA,Basic Materials,Other Industrial Metals & Mining,36473.0949,,,698773.2255,1.008e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Jabil Inc,,US4663131039,US,Technology,Electronic Components,11051.31835,,,2568496.667,3.706e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Jack Henry & Associates Inc,,US4262811015,US,Technology,Information Technology Services,10468.42087,,,2963925.018,4.277e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Jacobs Solutions Inc,,US46982L1089,US,Industrials,Engineering & Construction,13244.63127,,,2858350.365,4.124e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,James Hardie Industries PLC,,AU000000JHX1,AU,Basic Materials,Building Materials,3771811.202,,,188854586.9,0.00272503
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Japan Airlines Co Ltd,,JP3705200008,JP,Industrials,Airlines,7992.980869,,,204741.5138,2.95e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Japan Exchange Group Inc,,JP3183200009,JP,Financial Services,Financial Data & Stock Exchanges,65481.45628,,,1191114.642,1.719e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Japan Post Bank Co Ltd,,JP3946750001,JP,Financial Services,Banks - Regional,84349.2651,,,1295505.294,1.869e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Japan Post Holdings Co Ltd,,JP3752900005,JP,Financial Services,Banks - Regional,158555.5545,,,2428708.59,3.504e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Japan Post Insurance Co Ltd,,JP3233250004,JP,Financial Services,Insurance - Life,11418.3532,,,341122.5811,4.92e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Jardine Matheson Holdings Ltd,,BMG507361001,BM,Industrials,Conglomerates,17675.35498,,,1169602.354,1.688e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,JA Solar Technology Co Ltd,,CNE100000SD1,CN,Technology,Solar,9776.438731,,,29744.67055,4.3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Jazz Pharmaceuticals PLC,,IE00B4Q5ZN47,IE,Healthcare,Biotechnology,20660.58521,,,4109425.939,5.93e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,JB Hi-Fi Ltd,,AU000000JBH7,AU,Consumer Cyclical,Specialty Retail,886067.8148,,,82120765.08,0.00118494
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,JB Hunt Transport Services Inc,,US4456581077,US,Industrials,Integrated Freight & Logistics,7221.242486,,,1990434.045,2.872e-05
