Name/Kind of Investment Item,Stock ID,ISIN,ticker,exchCode,micCode,name,marketSector,compositeFIGI,HomeCountry,mapped_country,mapped_priority,Primary,PrimaryListingCountry,PrimaryTicker
ARCELORMITTAL NPV POST STK SPLIT,LU1598757687,LU1598757687,MT,LX,,ARCELORMITTAL,Equity,BBG000DW1V13,LU,LU,1.0,True,LU,MT
ARCH CAPITAL GROUPCOM,BMG0450A1053,BMG0450A1053,RSK,GF,,ARCH CAPITAL GROUP LTD,Equity,BBG000K9S6X7,BM,DE,1.0,True,DE,RSK
ARCHER DANIELS MIDLAND CO COM STK NPV,US0394831020,US0394831020,ADM,UA,,ARCHER-DANIELS-MIDLAND CO,Equity,BBG000BB6WG8,US,US,1.0,True,US,ADM
ARCPLUS GROUP PLCA,CNE000000784,CNE000000784,600629,CG,,ARCPLUS GROUP PLC-A,Equity,BBG000BFYC54,CN,CN,1.0,True,CN,600629
ARCUTIS BIOTHERAPEUTICS INC COM,US03969K1088,US03969K1088,ARQT,UA,,ARCUTIS BIOTHERAPEUTICS INC,Equity,BBG00QN8K4M4,US,US,1.0,True,US,ARQT
ARDELYX INC,US0396971071,US0396971071,ARDX,UA,,ARDELYX INC,Equity,BBG001WH4DQ3,US,US,1.0,True,US,ARDX
ARES MANAGEMNT COR COM,US03990B1017,US03990B1017,ARES,UA,,ARES MANAGEMENT CORP - A,Equity,BBG0068KVV91,US,US,1.0,True,US,ARES
ARGAN INC,US04010E1091,US04010E1091,AGX,UA,,ARGAN INC,Equity,BBG000K4J3T0,US,US,1.0,True,US,AGX
ARGENX NV,US04016X1019,US04016X1019,ARGX,UA,,ARGENX SE - ADR,Equity,BBG00GHB88X9,US,US,1.0,True,US,ARGX
ARGENX SE,NL0010832176,NL0010832176,ARGXB,T1,,ARGENX SE,Equity,BBG00NLKB561,NL,NL,1.0,True,NL,ARGXB
ARISTA NETWORKS INC,US0404132054,US0404132054,ANET,UA,,ARISTA NETWORKS INC,Equity,BBG000N2HDY5,US,US,1.0,True,US,ANET
ARISTOCRAT LEISURE LTD,AU000000ALL7,AU000000ALL7,ALL,AT,,ARISTOCRAT LEISURE LTD,Equity,BBG000G2SMB6,AU,AU,1.0,True,AU,ALL
ARITZIA INC,CA04045U1021,CA04045U1021,ATZ,CT,,ARITZIA INC-SUBORDINATE VOTI,Equity,BBG00DR7R5K3,CA,CA,1.0,True,CA,ATZ
ARKEMA,FR0010313833,FR0010313833,AKE,FP,,ARKEMA,Equity,BBG000KJS3T7,FR,FR,1.0,True,FR,AKE
ARMSTRONG WORLD INDUSTRIES INC,US04247X1028,US04247X1028,AWI,UA,,ARMSTRONG WORLD INDUSTRIES,Equity,BBG000DW4LB1,US,US,1.0,True,US,AWI
ARTHUR J GALLAGHER CO,US3635761097,US3635761097,AJG,UA,,ARTHUR J GALLAGHER & CO,Equity,BBG000BBHXQ3,US,US,1.0,True,US,AJG
ARTIENCE CO LTD,JP3606600009,JP3606600009,4634,JT,,ARTIENCE CO LTD,Equity,BBG000BD5NS2,JP,JP,1.0,True,JP,4634
ARYT INDUSTRIES ORD SHS,IL0005870147,IL0005870147,ARYT,IT,,ARYT INDUSTRIES LTD,Equity,BBG000DQ5WD7,IL,IL,1.0,True,IL,ARYT
ASAHI GROUP HOLDINGS LTD,JP3116000005,JP3116000005,2502,JT,,ASAHI GROUP HOLDINGS LTD,Equity,BBG000BFVY31,JP,JP,1.0,True,JP,2502
ASAHI INTECC CO LTD NPV,JP3110650003,JP3110650003,7747,JT,,ASAHI INTECC CO LTD,Equity,BBG000BYXN05,JP,JP,1.0,True,JP,7747
ASAHI KASEI CORPORATION,JP3111200006,JP3111200006,3407,JT,,ASAHI KASEI CORP,Equity,BBG000BFYC09,JP,JP,1.0,True,JP,3407
ASANA INC,US04342Y1047,US04342Y1047,ASAN,UA,,ASANA INC - CL A,Equity,BBG00WYHL732,US,US,1.0,True,US,ASAN
ASCENDIS PHARMA AS,US04351P1012,US04351P1012,ASND,UA,,ASCENDIS PHARMA A/S - ADR,Equity,BBG007R7VNC1,US,US,1.0,True,US,ASND
ASGN INCORPORATED COM USD0.01,US00191U1025,US00191U1025,ASGN,UA,,ASGN INC,Equity,BBG000CRN8N8,US,US,1.0,True,US,ASGN
ASHMORE GROUP PLC,GB00B132NW22,GB00B132NW22,ASHM,LN,,ASHMORE GROUP PLC,Equity,BBG000BQY715,GB,GB,1.0,True,GB,ASHM
ASHOT ASHKELON INDUSTRIES ORD SHS,IL0003120172,IL0003120172,ASHO,IT,,ASHOT -ASHKELON INDUSTRIES,Equity,BBG000BWWGW0,IL,IL,1.0,True,IL,ASHO
ASHTEAD GROUP PLC,GB0000536739,GB0000536739,AHT,LN,,ASHTEAD GROUP PLC,Equity,BBG000BD41Z3,GB,GB,1.0,True,GB,AHT
ASICS ORD SHS,JP3118000003,JP3118000003,7936,JT,,ASICS CORP,Equity,BBG000BGSWW5,JP,JP,1.0,True,JP,7936
ASM INTERNATIONAL NV,NL0000334118,NL0000334118,ASMA,T1,,ASM INTERNATIONAL NV,Equity,BBG00NLK9ZG7,NL,NL,1.0,True,NL,ASMA
ASML HOLDING NV,NL0010273215,NL0010273215,ASML,X9,,ASML HOLDING NV,Equity,BBG00YJ65LL6,NL,NL,1.0,True,NL,ASML
ASML HOLDING NV EUR 0.09 NY REG 2012 POST DEPOSITORY RECEIPT,USN070592100,USN070592100,ASML,UA,,ASML HOLDING NV-NY REG SHS,Equity,BBG000K6MRN4,US,US,1.0,True,US,ASML
ASMPT LTD,KYG0535Q1331,KYG0535Q1331,ASMVF,UV,,ASMPT LTD,Equity,BBG000BSZXV0,KY,US,1.0,True,US,ASMVF
ASPEN TECHNOLOGY,US29109X1063,US29109X1063,AZPN1USD,EU,,ASPEN TECHNOLOGY INC,Equity,BBG017R1SNK8,US,GB,1.0,True,GB,AZPN1USD
ASR NEDERLAND NV,NL0011872643,NL0011872643,ASRNLA,T1,,ASR NEDERLAND NV,Equity,BBG00NLKB6Q7,NL,NL,1.0,True,NL,ASRNLA
ASSA ABLOY AB,SE0007100581,SE0007100581,ASSAB,SS,,ASSA ABLOY AB-B,Equity,BBG000BGRXM5,SE,SE,1.0,True,SE,ASSAB
ASSECO POLAND SA,PLSOFTB00016,PLSOFTB00016,ACP,PW,,ASSECO POLAND SA,Equity,BBG000F6VGY2,PL,PL,1.0,True,PL,ACP
ASSOCIATED BRITISH FOODS PLC,GB0006731235,GB0006731235,ABF,LN,,ASSOCIATED BRITISH FOODS PLC,Equity,BBG000BD3RV1,GB,GB,1.0,True,GB,ABF
ASSURANT INC,US04621X1081,US04621X1081,AIZ,UA,,ASSURANT INC,Equity,BBG000BZX1N5,US,US,1.0,True,US,AIZ
ASSURED GUARANTY LTD,BMG0585R1060,BMG0585R1060,AGO,UA,,ASSURED GUARANTY LTD,Equity,BBG000CQB185,BM,US,1.0,True,US,AGO
ASTELLAS PHARMA NPV,JP3942400007,JP3942400007,4503,JT,,ASTELLAS PHARMA INC,Equity,BBG000BCLDW3,JP,JP,1.0,True,JP,4503
ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,GB00BN7CG237,GB00BN7CG237,AML,LN,,ASTON MARTIN LAGONDA GLOBAL,Equity,BBG00LY4RF59,GB,GB,1.0,True,GB,AML
ASTRAL POLY TECHNIK LTD,INE006I01046,INE006I01046,ASTRA,IB,,ASTRAL LTD,Equity,BBG000MSSP70,IN,IN,1.0,True,IN,ASTRA
ASTRAZENECA PLC,GB0009895292,GB0009895292,AZN,LN,,ASTRAZENECA PLC,Equity,BBG000C0YGB0,GB,GB,1.0,True,GB,AZN
ASUSTEK COMPUTER INC,TW0002357001,TW0002357001,2357TWD,X2,,ASUSTEK COMPUTER INC,Equity,BBG00K56TN95,TW,NL,1.0,True,NL,2357TWD
ASX LIMITED,AU000000ASX7,AU000000ASX7,ASX,AT,,ASX LTD,Equity,BBG000BQ3V25,AU,AU,1.0,True,AU,ASX
ATLAS COPCO AB,SE0017486889,SE0017486889,ATCOA,SS,,ATLAS COPCO AB-A SHS,Equity,BBG000BB5SC2,SE,SE,1.0,True,SE,ATCOA
ATLAS COPCO AB SER`B`NPV (POST SPLIT),SE0017486897,SE0017486897,ATCOB,SS,,ATLAS COPCO AB-B SHS,Equity,BBG000BBM533,SE,SE,1.0,True,SE,ATCOB
ATLASSIAN CL A ORD,US0494681010,US0494681010,TEAM,UA,,ATLASSIAN CORP-CL A,Equity,BBG01BGWHFR5,US,US,1.0,True,US,TEAM
ATMUS FILTRATION TECHNOLOGIES ORD SHS,US04956D1072,US04956D1072,ATMU,UA,,ATMUS FILTRATION TECHNOLOGIE,Equity,BBG01B079Z74,US,US,1.0,True,US,ATMU
ATRAE ORD SHS,JP3121890002,JP3121890002,6194,JT,,ATRAE INC,Equity,BBG00CWYDV00,JP,JP,1.0,True,JP,6194
ATRESMEDIA CORPORATION DE MEDIOS COMMUNICATION SA,ES0109427734,ES0109427734,A3M,SQ,,ATRESMEDIA CORP DE MEDIOS DE,Equity,BBG000F5P2F3,ES,ES,1.0,True,ES,A3M
AUB GROUP LIMITED,AU000000AUB9,AU000000AUB9,AUB,AT,,AUB GROUP LTD,Equity,BBG000JQB909,AU,AU,1.0,True,AU,AUB
AUCTION TECHNOLOGY ORD,GB00BMVQDZ64,GB00BMVQDZ64,ATG,LN,,AUCTION TECHNOLOGY GROUP,Equity,BBG00Z9B8BH7,GB,GB,1.0,True,GB,ATG
AUDINATE GROUP LTD,AU000000AD88,AU000000AD88,AD8,AT,,AUDINATE GROUP LTD,Equity,BBG00GXS6LM9,AU,AU,1.0,True,AU,AD8
AUDIOCODES LTD,IL0010829658,IL0010829658,AUDC,IT,,AUDIOCODES LTD,Equity,BBG000BTQ6V7,IL,IL,1.0,True,IL,AUDC
AURINIA PHARMACEUTICALS ORD SHS,CA05156V1022,CA05156V1022,AUPH,UA,,AURINIA PHARMACEUTICALS INC,Equity,BBG000BCRJM5,CA,US,1.0,True,US,AUPH
AURIZON HOLDINGS LIMITED,AU000000AZJ1,AU000000AZJ1,AZJ,AT,,AURIZON HOLDINGS LTD,Equity,BBG00171FVP5,AU,AU,1.0,True,AU,AZJ
AUROBINDO PHARMA LTD,INE406A01037,INE406A01037,ARBP,IB,,AUROBINDO PHARMA LTD,Equity,BBG000BMFSP3,IN,IN,1.0,True,IN,ARBP
AUSTAL LIMITED,AU000000ASB3,AU000000ASB3,ASB,AT,,AUSTAL LTD,Equity,BBG000BHLC18,AU,AU,1.0,True,AU,ASB
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000261414,AU0000261414,ANZ F PERP CN7,AUSTRALIA,,AUST & NZ BANKING GROUP,Pfd,,AU,,,True,AU,ANZ F PERP CN7
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000261422,AU0000261422,ANZ F PERP CN6,AUSTRALIA,,AUST & NZ BANKING GROUP,Pfd,,AU,,,True,AU,ANZ F PERP CN6
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000267783,AU0000267783,ANZ F PERP CN8,AUSTRALIA,,AUST & NZ BANKING GROUP,Pfd,,AU,,,True,AU,ANZ F PERP CN8
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED CAP NOTE,AU0000321788,AU0000321788,ANZ F PERP CN9,AUSTRALIA,,AUST & NZ BANKING GROUP,Pfd,,AU,,,True,AU,ANZ F PERP CN9
AUSTRALIAN CLINICAL LABS LTD ORD FULLY PAID DEFERRED SETTLEMENT,AU0000148496,AU0000148496,ACL,AT,,AUSTRALIAN CLINICAL LABS LTD,Equity,BBG0107G4377,AU,AU,1.0,True,AU,ACL
AUTO TRADER GROUP PLC,GB00BVYVFW23,GB00BVYVFW23,AUTO,LN,,AUTO TRADER GROUP PLC,Equity,BBG0086LKMF2,GB,GB,1.0,True,GB,AUTO
AUTODESK INC,US0527691069,US0527691069,ADSK,UA,,AUTODESK INC,Equity,BBG000BM7HL0,US,US,1.0,True,US,ADSK
AUTOHOME INC,US05278C1071,US05278C1071,ATHM,UA,,AUTOHOME INC-ADR,Equity,BBG005JYTDQ5,US,US,1.0,True,US,ATHM
AUTOMATIC DATA PROC.,US0530151036,US0530151036,ADP,UA,,AUTOMATIC DATA PROCESSING,Equity,BBG000JG0547,US,US,1.0,True,US,ADP
AUTOZONE INC,US0533321024,US0533321024,AZO,UA,,AUTOZONE INC,Equity,BBG000C7LMS8,US,US,1.0,True,US,AZO
AVADEL PHARMACEUTICALS ORD SHS,IE00BDGMC594,IE00BDGMC594,AVDLEUR,XF,,AVADEL PHARMACEUTICALS,Equity,BBG01ML416B1,IE,IE,1.0,True,IE,AVDLEUR
AVANTOR INC,US05352A1007,US05352A1007,AVTR,UA,,AVANTOR INC,Equity,BBG00G2HHYD7,US,US,1.0,True,US,AVTR
AVANZA BANK HOLDING AB,SE0012454072,SE0012454072,AZA,SS,,AVANZA BANK HOLDING AB,Equity,BBG000BWT5W8,SE,SE,1.0,True,SE,AZA
AVENUE SUPERMARTS LTD,INE192R01011,INE192R01011,DMART,IB,,AVENUE SUPERMARTS LTD,Equity,BBG002PWG795,IN,IN,1.0,True,IN,DMART
AVEPOINT INC,US0536041041,US0536041041,AVPT,UA,,AVEPOINT INC,Equity,BBG00Q73LFG4,US,US,1.0,True,US,AVPT
AVERY DENNISON CO US,US0536111091,US0536111091,AVY,UA,,AVERY DENNISON CORP,Equity,BBG000BCQ4P6,US,US,1.0,True,US,AVY
AVIDITY BIOSCIENCES INC,US05370A1088,US05370A1088,RNA,UA,,AVIDITY BIOSCIENCES INC,Equity,BBG00FQ7LXW1,US,US,1.0,True,US,RNA
AVITA MEDICAL INC,AU000000AVH4,AU000000AVH4,AVH,AT,,AVITA MEDICAL INC - CDI,Equity,BBG00TG7PVM3,AU,AU,1.0,True,AU,AVH
AVIVA ORD,GB00BPQY8M80,GB00BPQY8M80,AVL,IX,,AVIVA PLC,Equity,BBG000FXMLW4,GB,GB,1.0,True,GB,AVL
AVNET INC,US0538071038,US0538071038,AVT,UA,,AVNET INC,Equity,BBG000BCPB71,US,US,1.0,True,US,AVT
AVON RUBBER PLC,GB0000667013,GB0000667013,AVON,LN,,AVON TECHNOLOGIES PLC,Equity,BBG000BD5HT4,GB,GB,1.0,True,GB,AVON
AXA,FR0000120628,FR0000120628,CS,FP,,AXA SA,Equity,BBG000BC7ZT4,FR,FR,1.0,True,FR,CS
AXIS BANK INR2,INE238A01034,INE238A01034,AXSB,IB,,AXIS BANK LTD,Equity,BBG000BD5ZZ7,IN,IN,1.0,True,IN,AXSB
AXIS CAPITAL HOLDING,BMG0692U1099,BMG0692U1099,AXS,UA,,AXIS CAPITAL HOLDINGS LTD,Equity,BBG000FLF615,BM,US,1.0,True,US,AXS
AXON ENTERPRISE I COM USD 0.00001,US05464C1018,US05464C1018,AXON,UA,,AXON ENTERPRISE INC,Equity,BBG000BHJWG1,US,US,1.0,True,US,AXON
AZBIL CORP,JP3937200008,JP3937200008,6845,JT,,AZBIL CORP,Equity,BBG000BDD272,JP,JP,1.0,True,JP,6845
AZEK COMPANY INC,US05478C1053,US05478C1053,AZEK,UC,,AZEK CO INC/THE,Equity,BBG00RPJPN67,US,US,1.0,True,US,AZEK
AZIMUT HOLDING SPA,IT0003261697,IT0003261697,AZM,IM,,AZIMUT HOLDING SPA,Equity,BBG000BVTD71,IT,IT,1.0,True,IT,AZM
B AND M EUROPEAN VALUE RETAIL SA,LU1072616219,LU1072616219,BME,LN,,B&M EUROPEAN VALUE RETAIL SA,Equity,BBG006K4W6M2,LU,GB,1.0,True,GB,BME
B3 SA BRASIL BOLSA BALCAO,BRB3SAACNOR6,BRB3SAACNOR6,B3SA3,BS,,B3 SA-BRASIL BOLSA BALCAO,Equity,BBG000FYRGX7,BR,BR,1.0,True,BR,B3SA3
BABCOCK INTERNATIONAL GROUP PLC,GB0009697037,GB0009697037,BAB,LN,,BABCOCK INTL GROUP PLC,Equity,BBG000BQNKM5,GB,GB,1.0,True,GB,BAB
BACHEM HOLDING AG CHF0.01 REGD SUBD,CH1176493729,CH1176493729,BANB,SE,,BACHEM HOLDING AG,Equity,BBG000BS0JW8,CH,CH,1.0,True,CH,BANB
BADGER METER INC,US0565251081,US0565251081,BMI,UA,,BADGER METER INC,Equity,BBG000BDGHD9,US,US,1.0,True,US,BMI
BAE SYSTEMS PLC,GB0002634946,GB0002634946,BAL,IX,,BAE SYSTEMS PLC,Equity,BBG000FXNV97,GB,GB,1.0,True,GB,BAL
BAJAJ AUTO,INE917I01010,INE917I01010,BJAUT,IB,,BAJAJ AUTO LTD,Equity,BBG000CKDY02,IN,IN,1.0,True,IN,BJAUT
BAJAJ FINANCE LTD INR2,INE296A01024,INE296A01024,BAFINR,XB,,BAJAJ FINANCE LTD,Equity,BBG00JR1QRF2,IN,GB,1.0,True,GB,BAFINR
BAJAJ FINSERV LTD INR1 POST SUB,INE918I01026,INE918I01026,BJFIN,IB,,BAJAJ FINSERV LTD,Equity,BBG000CKDVH0,IN,IN,1.0,True,IN,BJFIN
BAKER HUGHES COMPANY,US05722G1004,US05722G1004,BKR,UA,,BAKER HUGHES CO,Equity,BBG00GBVBK51,US,US,1.0,True,US,BKR
BAKKAVOR GROUP PLC,GB00BF8J3Z99,GB00BF8J3Z99,BAKK,LN,,BAKKAVOR GROUP PLC,Equity,BBG00J4TT2F8,GB,GB,1.0,True,GB,BAKK
BALFOUR BEATTY PLC,GB0000961622,GB0000961622,BBY,LN,,BALFOUR BEATTY PLC,Equity,BBG000C4K9S5,GB,GB,1.0,True,GB,BBY
BALL CORP COM NPV,US0584981064,US0584981064,BALL,UA,,BALL CORP,Equity,BBG000BDDNH5,US,US,1.0,True,US,BALL
BALOISE HOLDING-REG,CH0012410517,CH0012410517,BALN,BW,,BALOISE HOLDING AG - REG,Equity,BBG000BVQZ75,CH,CH,1.0,True,CH,BALN
BALTIC CLASSIFIEDS GROUP PLC,GB00BN44P254,GB00BN44P254,BCG,LN,,BALTIC CLASSIFIEDS GROUP,Equity,BBG011DV4JQ9,GB,GB,1.0,True,GB,BCG
BANCA GENERALI SPA,IT0001031084,IT0001031084,BGN,IM,,BANCA GENERALI SPA,Equity,BBG000G61Q63,IT,IT,1.0,True,IT,BGN
BANCA IFIS SPA,IT0003188064,IT0003188064,IF,IM,,BANCA IFIS SPA,Equity,BBG000BDNGZ9,IT,IT,1.0,True,IT,IF
BANCA MONTE DEI PASCHI DI SIENA ORD,IT0005508921,IT0005508921,BMPS,IM,,BANCA MONTE DEI PASCHI SIENA,Equity,BBG000KJYKZ5,IT,IT,1.0,True,IT,BMPS
BANCA POPOL EMILIA ROMAGNA,IT0000066123,IT0000066123,BPE,IM,,BPER BANCA SPA,Equity,BBG000BJ5F24,IT,IT,1.0,True,IT,BPE
BANCA POPOLARE DI SONDRIO SCPA,IT0000784196,IT0000784196,BPSO,IM,,BANCA POPOLARE DI SONDRIO,Equity,BBG000BGL365,IT,IT,1.0,True,IT,BPSO
BANCO ABC BRASIL SA,BRABCBACNPR4,BRABCBACNPR4,ABCB4,BS,,BANCO ABC BRASIL SA,Equity,BBG000QJ56H2,BR,BR,1.0,True,BR,ABCB4
BANCO BICAYA ARGENTARIA SA,ES0113211835,ES0113211835,BBVA,SQ,,BANCO BILBAO VIZCAYA ARGENTA,Equity,BBG000H90QG6,ES,ES,1.0,True,ES,BBVA
BANCO BPM SPA,IT0005218380,IT0005218380,BAMI,IM,,BANCO BPM SPA,Equity,BBG00FN3BWH3,IT,IT,1.0,True,IT,BAMI
BANCO BRADESCO SA-PREF,BRBBDCACNPR8,BRBBDCACNPR8,BBDC4,BS,,BANCO BRADESCO SA-PREF,Equity,BBG000BBKQT1,BR,BR,1.0,True,BR,BBDC4
BANCO COMERCIAL PORTUGUES SA,PTBCP0AM0015,PTBCP0AM0015,BCP,PL,,BANCO COMERCIAL PORTUGUES-R,Equity,BBG000CYXPX3,PT,PT,1.0,True,PT,BCP
BANCO DE SABADELL SA,ES0113860A34,ES0113860A34,SAB,SQ,,BANCO DE SABADELL SA,Equity,BBG000BC1543,ES,ES,1.0,True,ES,SAB
BANCO DEL BAJIO SA INSTITUCION DE BANCA MULTIPLE,MX41BB000000,MX41BB000000,BBAJIOO,MF,,BANCO DEL BAJIO SA,Equity,BBG000BD2HP1,MX,MX,1.0,True,MX,BBAJIOO
BANCO ESTADO RIO GRANDE DO SUL,BRBRSRACNPB4,BRBRSRACNPB4,BRSR6,BS,,BANCO ESTADO RIO GRAN-PREF B,Equity,BBG000QJ32T0,BR,BR,1.0,True,BR,BRSR6
BANCO SANTANDER -GBP,ES0113900J37,ES0113900J37,SAN,SQ,,BANCO SANTANDER SA,Equity,BBG000K65GY5,ES,ES,1.0,True,ES,SAN
BANDAI NAMCO HOLDINGS NPV,JP3778630008,JP3778630008,7832,JT,,BANDAI NAMCO HOLDINGS INC,Equity,BBG000BKJ7P9,JP,JP,1.0,True,JP,7832
BANG & OLUFSEN DKK10,DK0010218429,DK0010218429,BO,DC,,BANG & OLUFSEN A/S,Equity,BBG000BSFS52,DK,DK,1.0,True,DK,BO
BANGKOK LIFE ASSURANCE PCL,TH1016010007,TH1016010007,BLA,TB,,BANGKOK LIFE ASSURANCE PCL,Equity,BBG000RG2163,TH,TH,1.0,True,TH,BLA
BANK CENTRAL ASIA TBK PT,ID1000109507,ID1000109507,BBCA,IJ,,BANK CENTRAL ASIA TBK PT,Equity,BBG000CC3MR8,ID,ID,1.0,True,ID,BBCA
BANK HAPOALIM LTD,IL0006625771,IL0006625771,POLI,IT,,BANK HAPOALIM BM,Equity,BBG000F22KC8,IL,IL,1.0,True,IL,POLI
BANK LEUMI LE-ISRAEL,IL0006046119,IL0006046119,LUMI,IT,,BANK LEUMI LE-ISRAEL,Equity,BBG000BXB0P4,IL,IL,1.0,True,IL,LUMI
BANK MANDIRI PERS IDR125,ID1000095003,ID1000095003,BMRI,IJ,,BANK MANDIRI PERSERO TBK PT,Equity,BBG000CGNXS2,ID,ID,1.0,True,ID,BMRI
BANK OF AMERICA CORPORATION,US0605051046,US0605051046,BAC,UA,,BANK OF AMERICA CORP,Equity,BBG000BCTLF6,US,US,1.0,True,US,BAC
BANK OF CHANGSHA CO LTD,CNE100003F50,CNE100003F50,601577,CG,,BANK OF CHANGSHA CO LTD-A,Equity,BBG000G93XR7,CN,CN,1.0,True,CN,601577
BANK OF CHINA LTD HK,CNE1000001Z5,CNE1000001Z5,BOCN,AV,,BANK OF CHINA LTD-H,Equity,BBG013SWNG46,CN,AT,1.0,True,AT,BOCN
BANK OF GEORGIA GR ORD,GB00BF4HYT85,GB00BF4HYT85,BGEO,LN,,LION FINANCE GROUP PLC,Equity,BBG00KTG3F56,GB,GB,1.0,True,GB,BGEO
BANK OF INNOVATION INC,JP3778460000,JP3778460000,4393,JT,,BANK OF INNOVATION INC,Equity,BBG00L7QPXB6,JP,JP,1.0,True,JP,4393
BANK OF IRELAND GROUP,IE00BD1RP616,IE00BD1RP616,BIRG,ID,,BANK OF IRELAND GROUP PLC,Equity,BBG00GD6SG64,IE,IE,1.0,True,IE,BIRG
BANK OF MONTREAL CAD,CA0636711016,CA0636711016,BMO,CT,,BANK OF MONTREAL,Equity,BBG000BXSQ97,CA,CA,1.0,True,CA,BMO
BANK OF NANJING CO LTD,CNE100000627,CNE100000627,601009,CG,,BANK OF NANJING CO LTD -A,Equity,BBG000CF3QZ3,CN,CN,1.0,True,CN,601009
BANK OF NEW YORK MELLON CORP,US0640581007,US0640581007,BK,UA,,BANK OF NEW YORK MELLON CORP,Equity,BBG000BD8PN9,US,US,1.0,True,US,BK
BANK OF NOVA SCOTIA CAD,CA0641491075,CA0641491075,BNS,CT,,BANK OF NOVA SCOTIA,Equity,BBG000BXSXH3,CA,CA,1.0,True,CA,BNS
BANK OF QINGDAO CO LTDA,CNE100003K38,CNE100003K38,002948,CS,,BANK OF QINGDAO CO LTD-A,Equity,BBG00BJNVVQ3,CN,CN,1.0,True,CN,002948
BANK OF QINGDAO ORD SHS,CNE100002391,CNE100002391,4BQ,TH,,BANK OF QINGDAO CO LTD-H,Equity,BBG00BL72GT7,CN,DE,1.0,True,DE,4BQ
BANK OF QUEENSLAND,AU000000BOQ8,AU000000BOQ8,BOQ,AT,,BANK OF QUEENSLAND LTD,Equity,BBG000ML20Q7,AU,AU,1.0,True,AU,BOQ
BANK OZK COM USD0.01,US06417N1037,US06417N1037,OZK,UA,,BANK OZK,Equity,BBG000QFJJW0,US,US,1.0,True,US,OZK
BANKINTER SA,ES0113679I37,ES0113679I37,BKT,SQ,,BANKINTER SA,Equity,BBG000BCN0T3,ES,ES,1.0,True,ES,BKT
BANKUNITED INC,US06652K1034,US06652K1034,BKU,UA,,BANKUNITED INC,Equity,BBG000PQPCM6,US,US,1.0,True,US,BKU
BANQUE CANTONALE VAUDOISE,CH0531751755,CH0531751755,BCVN,SE,,BANQUE CANTONALE VAUDOIS-REG,Equity,BBG000BD7QX7,CH,CH,1.0,True,CH,BCVN
BAOZUN INC,KYG0891M1069,KYG0891M1069,2BZ,TH,,BAOZUN INC-CLASS A,Equity,BBG00XP24Z30,KY,DE,1.0,True,DE,2BZ
BAOZUN INC,US06684L1035,US06684L1035,BZUN,UA,,BAOZUN INC-SPN ADR,Equity,BBG008HNS333,US,US,1.0,True,US,BZUN
BAPCOR LIMITED ORDINARY FULLY PAID,AU000000BAP9,AU000000BAP9,BAP,AT,,BAPCOR LTD,Equity,BBG0068LJSL6,AU,AU,1.0,True,AU,BAP
BARCLAYS PLC,GB0031348658,GB0031348658,BARC,LN,,BARCLAYS PLC,Equity,BBG000C04CZ6,GB,GB,1.0,True,GB,BARC
BARCO NPV POST SPLIT,BE0974362940,BE0974362940,BAR,BB,,BARCO N.V.,Equity,BBG000BD8DV7,BE,BE,1.0,True,BE,BAR
BARRATT REDROW PLC,GB0000811801,GB0000811801,BTRW,LN,,BARRATT REDROW PLC,Equity,BBG000BD6CZ7,GB,GB,1.0,True,GB,BTRW
BARRICK GOLD CORP,CA0679011084,CA0679011084,ABX,IX,,BARRICK GOLD CORP,Equity,BBG000LYFKM6,CA,GB,1.0,True,GB,ABX
BARRY CALLEBAUT AG - REG,CH0009002962,CH0009002962,BARN,SE,,BARRY CALLEBAUT AG-REG,Equity,BBG000C35LZ9,CH,CH,1.0,True,CH,BARN
BASF SE,DE000BASF111,DE000BASF111,BAS,GF,,BASF SE,Equity,BBG000BBVT77,DE,DE,1.0,True,DE,BAS
BATH AND BODY WORKS INC,US0708301041,US0708301041,BBWI,UA,,BATH & BODY WORKS INC,Equity,BBG000BNGTQ7,US,US,1.0,True,US,BBWI
BAUSCH HEALTH COMP COM NPV,CA0717341071,CA0717341071,BHC,CT,,BAUSCH HEALTH COS INC,Equity,BBG000DC8RC7,CA,CA,1.0,True,CA,BHC
BAWAG GROUP AG,AT0000BAWAG2,AT0000BAWAG2,BG,AV,,BAWAG GROUP AG,Equity,BBG00HTQM455,AT,AT,1.0,True,AT,BG
BAXTER INTERNATIONAL INC EQUITY,US0718131099,US0718131099,BAX,UA,,BAXTER INTERNATIONAL INC,Equity,BBG000BCVJ77,US,US,1.0,True,US,BAX
BAYCURRENT CONSULTING INC,JP3835250006,JP3835250006,6532,JT,,BAYCURRENT INC,Equity,BBG001BW7MW3,JP,JP,1.0,True,JP,6532
BAYER AG,DE000BAY0017,DE000BAY0017,BAY,XS,,BAYER AG-REG,Equity,BBG000J6SMS6,DE,DE,1.0,True,DE,BAY
BAYERISCHE MOTOREN WERKE AG,DE0005190003,DE0005190003,BMW,GF,,BAYERISCHE MOTOREN WERKE AG,Equity,BBG000BBX8Q0,DE,DE,1.0,True,DE,BMW
