Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Balanced Growth,Listed Equity,,Advantest Corp,64668.10801,6112875.189,0.0000882,,,JP3122400009
31/12/2024,Balanced Growth,Listed Equity,,Adyen NV,19288.87684,46357256.14,0.0006689,,,NL0012969182
31/12/2024,Balanced Growth,Listed Equity,,AECC Aero-Engine Control Co Ltd,13412.4253,66003.63414,0.00000095,,,CNE000000RM5
31/12/2024,Balanced Growth,Listed Equity,,AECC Aviation Power Co Ltd,9510.628847,87228.72402,0.00000126,,,CNE000000JW1
31/12/2024,Balanced Growth,Listed Equity,,AECOM,71920.61995,12408238.1,0.00017904,,,US00766T1007
31/12/2024,Balanced Growth,Listed Equity,,Aegon Ltd,724894.9963,6934659.558,0.00010006,,,BMG0112X1056
31/12/2024,Balanced Growth,Listed Equity,,Aena SME SA,17007.26766,5614818.331,0.00008102,,,ES0105046009
31/12/2024,Balanced Growth,Listed Equity,,Aeon Co Ltd,46544.77926,1767451.017,0.0000255,,,JP3388200002
31/12/2024,Balanced Growth,Listed Equity,,AerCap Holdings NV,16293.77264,2518475.396,0.00003634,,,NL0000687663
31/12/2024,Balanced Growth,Listed Equity,,Aeroports de Paris SA,29959.45593,5596817.039,0.00008076,,,FR0010340141
31/12/2024,Balanced Growth,Listed Equity,,AES Corp/The,52817.26244,1097889.31,0.00001584,,,US00130H1059
31/12/2024,Balanced Growth,Listed Equity,,Aflac Inc,124637.6439,20822931.25,0.00030046,,,US0010551028
31/12/2024,Balanced Growth,Listed Equity,,AGC Inc,10182.77944,483994.0724,0.00000698,,,JP3112000009
31/12/2024,Balanced Growth,Listed Equity,,AGCO Corp,1583.531412,239083.447,0.00000345,,,US0010841023
31/12/2024,Balanced Growth,Listed Equity,,Ageas SA/NV,36890.08969,2893587.154,0.00004175,,,BE0974264930
31/12/2024,Balanced Growth,Listed Equity,,Agilent Technologies Inc,45110.12844,9787764.916,0.00014123,,,US00846U1016
31/12/2024,Balanced Growth,Listed Equity,,AGL Energy Ltd,601173.8845,6787253.156,0.00009793,,,AU000000AGL7
31/12/2024,Balanced Growth,Listed Equity,,Agnico Eagle Mines Ltd,54712.94573,6909916.288,0.0000997,,,CA0084741085
31/12/2024,Balanced Growth,Listed Equity,,Agricultural Bank of China Ltd,303535.3776,358654.536,0.00000518,,,CNE100000RJ0
31/12/2024,Balanced Growth,Listed Equity,,Agricultural Bank of China Ltd,6566701.491,6048511.953,0.00008728,,,CNE100000Q43
31/12/2024,Balanced Growth,Listed Equity,,AIA Group Ltd,1793521.986,20994843.52,0.00030294,,,HK0000069689
31/12/2024,Balanced Growth,Listed Equity,,AIB Group PLC,280545.189,2500829.301,0.00003609,,,IE00BF0L3536
31/12/2024,Balanced Growth,Listed Equity,,Aier Eye Hospital Group Co Ltd,33232.73839,97433.37678,0.00000141,,,CNE100000GR6
31/12/2024,Balanced Growth,Listed Equity,,Ainsworth Game Technology Ltd,655502.3591,567009.5444,0.00000818,,,AU000000AGI3
31/12/2024,Balanced Growth,Listed Equity,,Airbnb Inc,83979.32561,17823989.62,0.00025719,,,US0090661010
31/12/2024,Balanced Growth,Listed Equity,,Airbus SE,247166.6068,63982123.83,0.00092321,,,NL0000235190
31/12/2024,Balanced Growth,Listed Equity,,Air Canada,281396.6868,7034427.349,0.0001015,,,CA0089118776
31/12/2024,Balanced Growth,Listed Equity,,Air China Ltd,60396.55755,105709.5992,0.00000153,,,CNE000001NN0
31/12/2024,Balanced Growth,Listed Equity,,Air Liquide SA,27248.52824,7151141.374,0.00010319,,,FR0000120073
31/12/2024,Balanced Growth,Listed Equity,,Air New Zealand Ltd,2806236.274,1529398.773,0.00002207,,,NZAIRE0001S2
31/12/2024,Balanced Growth,Listed Equity,,Airports of Thailand PCL,1180.516778,3327.380286,0.00000005,,,TH0765010Z16
31/12/2024,Balanced Growth,Listed Equity,,Airports of Thailand PCL,254429.6435,717130.1177,0.00001035,,,TH0765010R16
31/12/2024,Balanced Growth,Listed Equity,,Air Products and Chemicals Inc,15615.01072,7314831.16,0.00010555,,,US0091581068
31/12/2024,Balanced Growth,Listed Equity,,Airtac International Group,8108.420748,337143.0055,0.00000486,,,KYG014081064
31/12/2024,Balanced Growth,Listed Equity,,Aisin Corp,200591.1304,3664234.875,0.00005287,,,JP3102000001
31/12/2024,Balanced Growth,Listed Equity,,Ajinomoto Co Inc,19926.39495,1321250.184,0.00001906,,,JP3119600009
31/12/2024,Balanced Growth,Listed Equity,,Akamai Technologies Inc,13911.99224,2149207.882,0.00003101,,,US00971T1016
31/12/2024,Balanced Growth,Listed Equity,,Akbank TAS,185413.3673,549207.6991,0.00000792,,,TRAAKBNK91N6
31/12/2024,Balanced Growth,Listed Equity,,Aker BP ASA,100066.2854,3154862.796,0.00004552,,,NO0010345853
31/12/2024,Balanced Growth,Listed Equity,,Akeso Inc,37392.21598,471918.9723,0.00000681,,,KYG0146B1032
31/12/2024,Balanced Growth,Listed Equity,,Akzo Nobel NV,25737.08008,2494834.06,0.000036,,,NL0013267909
31/12/2024,Balanced Growth,Listed Equity,,Albemarle Corp,10812.07325,1503195.126,0.00002169,,,US0126531013
31/12/2024,Balanced Growth,Listed Equity,,Albertsons Cos Inc,37170.01288,1179066.543,0.00001701,,,US0130911037
31/12/2024,Balanced Growth,Listed Equity,,Alchip Technologies Ltd,4064.371302,656753.8901,0.00000948,,,KYG022421088
31/12/2024,Balanced Growth,Listed Equity,,Alcoa Corp,289701.2585,17677321.4,0.00025507,,,US0138721065
31/12/2024,Balanced Growth,Listed Equity,,Alcoa Corp,623688.5151,36997202.72,0.00053384,,,AU0000339426
31/12/2024,Balanced Growth,Listed Equity,,Alcon AG,195236.7154,26757386.62,0.00038609,,,CH0432492467
31/12/2024,Balanced Growth,Listed Equity,,Aldar Properties PJSC,228525.721,771744.2155,0.00001114,,,AEA002001013
31/12/2024,Balanced Growth,Listed Equity,,Alfa Laval AB,16044.87367,1084958.523,0.00001566,,,SE0000695876
31/12/2024,Balanced Growth,Listed Equity,,Alfa SAB de CV,214713.42,251675.2435,0.00000363,,,MXP000511016
31/12/2024,Balanced Growth,Listed Equity,,Alibaba Group Holding Ltd,2116895.254,36268043.13,0.00052332,,,KYG017191142
31/12/2024,Balanced Growth,Listed Equity,,Alibaba Group Holding Ltd,331090.1822,45341414.12,0.00065424,,,US01609W1027
31/12/2024,Balanced Growth,Listed Equity,,Alibaba Health Information Technology Ltd,281254.4941,194148.9693,0.0000028,,,BMG0171K1018
31/12/2024,Balanced Growth,Listed Equity,,Align Technology Inc,8453.09703,2846733.844,0.00004108,,,US0162551016
31/12/2024,Balanced Growth,Listed Equity,,Alimentation Couche-Tard Inc,51172.73074,4581318.565,0.0000661,,,CA01626P1484
31/12/2024,Balanced Growth,Listed Equity,,Alior Bank SA,5327.577903,179109.2673,0.00000258,,,PLALIOR00045
31/12/2024,Balanced Growth,Listed Equity,,Alkem Laboratories Ltd,2409.359308,256077.3559,0.0000037,,,INE540L01014
31/12/2024,Balanced Growth,Listed Equity,,Allegion plc,14316.53171,3021698.076,0.0000436,,,IE00BFRT3W74
31/12/2024,Balanced Growth,Listed Equity,,Allegro.eu SA,35577.06776,376712.1475,0.00000544,,,LU2237380790
31/12/2024,Balanced Growth,Listed Equity,,Alliant Energy Corp,19760.08135,1887444.418,0.00002723,,,US0188021085
31/12/2024,Balanced Growth,Listed Equity,,Allianz SE,45155.93321,22346720.71,0.00032245,,,DE0008404005
31/12/2024,Balanced Growth,Listed Equity,,Allstate Corp/The,48086.42608,14973079.35,0.00021605,,,US0200021014
31/12/2024,Balanced Growth,Listed Equity,,Ally Financial Inc,576031.7919,33502228.59,0.00048341,,,US02005N1000
31/12/2024,Balanced Growth,Listed Equity,,Alnylam Pharmaceuticals Inc,49008.46395,18625828.39,0.00026876,,,US02043Q1076
31/12/2024,Balanced Growth,Listed Equity,,Alphabet Inc,1071763.564,327682859.9,0.00472821,,,US02079K3059
31/12/2024,Balanced Growth,Listed Equity,,Alphabet Inc,1186839.222,365051540.7,0.00526741,,,US02079K1079
31/12/2024,Balanced Growth,Listed Equity,,Alpha HPA Ltd,9799212.216,8721298.872,0.00012584,,,AU0000033060
31/12/2024,Balanced Growth,Listed Equity,,Alpha Services and Holdings SA,132609.8682,358624.4352,0.00000517,,,GRS015003007
31/12/2024,Balanced Growth,Listed Equity,,Al Rayan Bank,331603.9258,362299.1797,0.00000523,,,QA000A0M8VM3
31/12/2024,Balanced Growth,Listed Equity,,ALS Ltd,4207086.836,63442869.49,0.00091543,,,AU000000ALQ6
31/12/2024,Balanced Growth,Listed Equity,,Alstom SA,21913.54141,790160.547,0.0000114,,,FR0010220475
31/12/2024,Balanced Growth,Listed Equity,,AltaGas Ltd,13486.17423,507059.3833,0.00000732,,,CA0213611001
31/12/2024,Balanced Growth,Listed Equity,,Alteogen Inc,2303.085244,782028.5191,0.00001128,,,KR7196170005
31/12/2024,Balanced Growth,Listed Equity,,Aluminum Corp of China Ltd,234107.787,218554.4948,0.00000315,,,CNE1000001T8
31/12/2024,Balanced Growth,Listed Equity,,Aluminum Corp of China Ltd,53405.83891,86856.40322,0.00000125,,,CNE1000000T0
31/12/2024,Balanced Growth,Listed Equity,,Amadeus IT Group SA,28417.67642,3241357.652,0.00004677,,,ES0109067019
31/12/2024,Balanced Growth,Listed Equity,,Amazon.com Inc,1667997.178,591039167.9,0.00852824,,,US0231351067
31/12/2024,Balanced Growth,Listed Equity,,Ambev SA,269540.6886,827292.4467,0.00001194,,,BRABEVACNOR1
31/12/2024,Balanced Growth,Listed Equity,,Ambuja Cements Ltd,35400.67404,357828.3143,0.00000516,,,INE079A01024
31/12/2024,Balanced Growth,Listed Equity,,Amcor PLC,110395.014,1677811.647,0.00002421,,,JE00BJ1F3079
31/12/2024,Balanced Growth,Listed Equity,,Amcor PLC,6388518.638,95636124.01,0.00137996,,,AU000000AMC4
31/12/2024,Balanced Growth,Listed Equity,,Ameren Corp,19592.34678,2820741.007,0.0000407,,,US0236081024
31/12/2024,Balanced Growth,Listed Equity,,America Movil SAB de CV,1041351.819,1209290.762,0.00001745,,,MX01AM050019
31/12/2024,Balanced Growth,Listed Equity,,America Movil SAB de CV,208718.6056,4823973.591,0.00006961,,,US02390A1016
31/12/2024,Balanced Growth,Listed Equity,,Americana Restaurants International PLC - Foreign Co,150177.7067,145940.1607,0.00000211,,,AEE01135A222
31/12/2024,Balanced Growth,Listed Equity,,American Electric Power Co Inc,245392.9284,36554291.84,0.00052745,,,US0255371017
31/12/2024,Balanced Growth,Listed Equity,,American Express Co,67829.89081,32514307.19,0.00046916,,,US0258161092
31/12/2024,Balanced Growth,Listed Equity,,American Financial Group Inc/OH,11724.46347,2592959.35,0.00003741,,,US0259321042
31/12/2024,Balanced Growth,Listed Equity,,American International Group Inc,70348.12875,8271571.961,0.00011935,,,US0268747849
31/12/2024,Balanced Growth,Listed Equity,,American Water Works Co Inc,77547.05146,15592073.7,0.00022498,,,US0304201033
31/12/2024,Balanced Growth,Listed Equity,,Ameriprise Financial Inc,18976.7912,16318845.09,0.00023547,,,US03076C1062
31/12/2024,Balanced Growth,Listed Equity,,AMETEK Inc,33021.92422,9614038.698,0.00013872,,,US0311001004
31/12/2024,Balanced Growth,Listed Equity,,Amgen Inc,58659.58015,24693584.72,0.00035631,,,US0311621009
31/12/2024,Balanced Growth,Listed Equity,,Amlogic Shanghai Co Ltd,3266.941653,49647.50664,0.00000072,,,CNE100003LZ3
31/12/2024,Balanced Growth,Listed Equity,,Amman Mineral Internasional PT,377538.6374,321080.6426,0.00000463,,,ID1000191109
31/12/2024,Balanced Growth,Listed Equity,,AMMB Holdings Bhd,129247.0074,255830.2096,0.00000369,,,MYL1015OO006
31/12/2024,Balanced Growth,Listed Equity,,Amorepacific Corp,1737.925169,199822.4496,0.00000288,,,KR7090430000
31/12/2024,Balanced Growth,Listed Equity,,Amotiv Ltd,407967.8368,4324459.07,0.0000624,,,AU0000340770
31/12/2024,Balanced Growth,Listed Equity,,Amphenol Corp,244487.8163,27424176.43,0.00039571,,,US0320951017
31/12/2024,Balanced Growth,Listed Equity,,Amplifon SpA,9141.119833,379909.2031,0.00000548,,,IT0004056880
31/12/2024,Balanced Growth,Listed Equity,,Amplitude Energy Ltd,38055337.44,7801344.18,0.00011257,,,AU0000361909
31/12/2024,Balanced Growth,Listed Equity,,AMP Ltd,18411047.9,29181510.92,0.00042107,,,AU000000AMP6
31/12/2024,Balanced Growth,Listed Equity,,Ampol Ltd,1458184.481,41106220.51,0.00059313,,,AU0000088338
31/12/2024,Balanced Growth,Listed Equity,,Amundi SA,3415.942095,366774.8427,0.00000529,,,FR0004125920
31/12/2024,Balanced Growth,Listed Equity,,Anadolu Efes Biracilik Ve Malt Sanayii AS,11965.50911,104715.8197,0.00000151,,,TRAAEFES91A9
31/12/2024,Balanced Growth,Listed Equity,,ANA Holdings Inc,4633.847737,136459.6131,0.00000197,,,JP3429800000
31/12/2024,Balanced Growth,Listed Equity,,Analog Devices Inc,54911.6812,18842826.12,0.00027189,,,US0326541051
31/12/2024,Balanced Growth,Listed Equity,,Angel Yeast Co Ltd,4877.245563,38905.02375,0.00000056,,,CNE0000014G0
31/12/2024,Balanced Growth,Listed Equity,,Anglo American Platinum Ltd,171204.38,8337216.233,0.0001203,,,ZAE000013181
31/12/2024,Balanced Growth,Listed Equity,,Anglo American PLC,61820.92228,2956173.808,0.00004266,,,GB00B1XZS820
31/12/2024,Balanced Growth,Listed Equity,,Anglogold Ashanti Plc,29136.54718,1049910.487,0.00001515,,,GB00BRXH2664
31/12/2024,Balanced Growth,Listed Equity,,Anheuser-Busch InBev SA/NV,52301.36057,4220504.022,0.0000609,,,BE0974293251
31/12/2024,Balanced Growth,Listed Equity,,Anhui Conch Cement Co Ltd,1382153.359,5713078.037,0.00008244,,,CNE1000001W2
31/12/2024,Balanced Growth,Listed Equity,,Anhui Conch Cement Co Ltd,14225.29956,74851.2421,0.00000108,,,CNE0000019V8
31/12/2024,Balanced Growth,Listed Equity,,Anhui Gujing Distillery Co Ltd,1410.336842,54081.30491,0.00000078,,,CNE000000MD5
31/12/2024,Balanced Growth,Listed Equity,,Anhui Gujing Distillery Co Ltd,6421.706658,149556.3294,0.00000216,,,CNE000000K82
31/12/2024,Balanced Growth,Listed Equity,,Anhui Jianghuai Automobile Group Corp Ltd,15851.04808,131527.0303,0.0000019,,,CNE0000018M9
31/12/2024,Balanced Growth,Listed Equity,,Anhui Yingjia Distillery Co Ltd,4405.778492,52584.69772,0.00000076,,,CNE1000022H9
31/12/2024,Balanced Growth,Listed Equity,,Anjoy Foods Group Co Ltd,1300.598817,23448.77244,0.00000034,,,CNE100002YQ7
31/12/2024,Balanced Growth,Listed Equity,,Annaly Capital Management Inc,70208.35939,2075123.923,0.00002994,,,US0357108390
31/12/2024,Balanced Growth,Listed Equity,,Ansell Ltd,1654305.296,55948605.11,0.0008073,,,AU000000ANN9
31/12/2024,Balanced Growth,Listed Equity,,ANSYS Inc,33979.34048,18512882.06,0.00026713,,,US03662Q1058
31/12/2024,Balanced Growth,Listed Equity,,ANTA Sports Products Ltd,102209.0773,1654419.448,0.00002387,,,KYG040111059
31/12/2024,Balanced Growth,Listed Equity,,Antofagasta PLC,287583.6452,9249288.412,0.00013346,,,GB0000456144
31/12/2024,Balanced Growth,Listed Equity,,ANZ Group Holdings Ltd,15591955.67,444994414.8,0.00642093,,,AU000000ANZ3
31/12/2024,Balanced Growth,Listed Equity,,Aon PLC,22033.64547,12781400.48,0.00018443,,,IE00BLP1HW54
31/12/2024,Balanced Growth,Listed Equity,,A O Smith Corp,24839.1721,2736461.163,0.00003949,,,US8318652091
31/12/2024,Balanced Growth,Listed Equity,,APA Corp,53357.92354,1989880.41,0.00002871,,,US03743Q1085
31/12/2024,Balanced Growth,Listed Equity,,APL Apollo Tubes Ltd,9699.215676,286954.0595,0.00000414,,,INE702C01027
31/12/2024,Balanced Growth,Listed Equity,,AP Moller - Maersk A/S,144.981224,375225.6937,0.00000541,,,DK0010244425
31/12/2024,Balanced Growth,Listed Equity,,AP Moller - Maersk A/S,1855.336949,4953671.325,0.00007148,,,DK0010244508
31/12/2024,Balanced Growth,Listed Equity,,Apollo Global Management Inc,36722.07993,9795717.876,0.00014134,,,US03769M1062
31/12/2024,Balanced Growth,Listed Equity,,Apollo Hospitals Enterprise Ltd,68141.10177,9379404.716,0.00013534,,,INE437A01024
31/12/2024,Balanced Growth,Listed Equity,,Apple Inc,2401611.542,971350339.1,0.01401584,,,US0378331005
31/12/2024,Balanced Growth,Listed Equity,,Applied Materials Inc,140080.4396,36794447.05,0.00053092,,,US0382221051
31/12/2024,Balanced Growth,Listed Equity,,AppLovin Corp,88961.6858,46529052.27,0.00067138,,,US03831W1080
31/12/2024,Balanced Growth,Listed Equity,,Aptiv PLC,175141.1774,17108194.15,0.00024686,,,JE00BTDN8H13
31/12/2024,Balanced Growth,Listed Equity,,Arafura Rare Earths Ltd,69616.44681,8005.89207,0.00000012,,,AU000000ARU5
31/12/2024,Balanced Growth,Listed Equity,,ARB Corp Ltd,1208336.188,49070532.61,0.00070805,,,AU000000ARB5
31/12/2024,Balanced Growth,Listed Equity,,Arca Continental SAB de CV,116597.6012,1564496.489,0.00002257,,,MX01AC100006
31/12/2024,Balanced Growth,Listed Equity,,Arcadium Lithium PLC,1427282.172,11703713.81,0.00016888,,,AU0000305724
31/12/2024,Balanced Growth,Listed Equity,,ArcelorMittal SA,24461.74244,917636.4917,0.00001324,,,LU1598757687
31/12/2024,Balanced Growth,Listed Equity,,Arch Capital Group Ltd,84095.36207,12543336.32,0.00018099,,,BMG0450A1053
31/12/2024,Balanced Growth,Listed Equity,,Archer-Daniels-Midland Co,37596.15913,3067686.275,0.00004426,,,US0394831020
31/12/2024,Balanced Growth,Listed Equity,,ARC Resources Ltd,55474.1949,1624114.517,0.00002343,,,CA00208D4084
31/12/2024,Balanced Growth,Listed Equity,,Ares Management Corp,16526.24908,4725255.383,0.00006818,,,US03990B1017
31/12/2024,Balanced Growth,Listed Equity,,Argenx SE,4616.664329,4632693.444,0.00006685,,,NL0010832176
31/12/2024,Balanced Growth,Listed Equity,,Arista Networks Inc,282037.9565,50349116.26,0.0007265,,,US0404132054
31/12/2024,Balanced Growth,Listed Equity,,Aristocrat Leisure Ltd,3437072.145,234958251.8,0.00339027,,,AU000000ALL7
31/12/2024,Balanced Growth,Listed Equity,,Arkema SA,2210.666045,271931.6938,0.00000392,,,FR0010313833
31/12/2024,Balanced Growth,Listed Equity,,Arthur J Gallagher & Co,23506.7976,10776717.28,0.0001555,,,US3635761097
31/12/2024,Balanced Growth,Listed Equity,,Asahi Group Holdings Ltd,156944.5075,2672579.283,0.00003856,,,JP3116000005
31/12/2024,Balanced Growth,Listed Equity,,Asahi Kasei Corp,141873.5939,1592887.068,0.00002298,,,JP3111200006
31/12/2024,Balanced Growth,Listed Equity,,ASE Technology Holding Co Ltd,1459623.918,11649074.41,0.00016809,,,TW0003711008
31/12/2024,Balanced Growth,Listed Equity,,Ashok Leyland Ltd,99810.39182,415188.0224,0.00000599,,,INE208A01029
31/12/2024,Balanced Growth,Listed Equity,,Ashtead Group PLC,27216.92837,2733413.755,0.00003944,,,GB0000536739
31/12/2024,Balanced Growth,Listed Equity,,Asia Cement Corp,271477.3416,540319.1828,0.0000078,,,TW0001102002
31/12/2024,Balanced Growth,Listed Equity,,Asian Paints Ltd,22913.0802,986133.8384,0.00001423,,,INE021A01026
31/12/2024,Balanced Growth,Listed Equity,,Asia Vital Components Co Ltd,18765.55015,575949.9972,0.00000831,,,TW0003017000
31/12/2024,Balanced Growth,Listed Equity,,Asics Corp,214396.322,6852352.381,0.00009887,,,JP3118000003
31/12/2024,Balanced Growth,Listed Equity,,ASM International NV,3858.186337,3605733.378,0.00005203,,,NL0000334118
31/12/2024,Balanced Growth,Listed Equity,,ASML Holding NV,85928.33895,97536749.9,0.00140738,,,NL0010273215
31/12/2024,Balanced Growth,Listed Equity,,ASMPT Ltd,218829.0947,3407881.019,0.00004917,,,KYG0535Q1331
31/12/2024,Balanced Growth,Listed Equity,,Aspen Pharmacare Holdings Ltd,22744.22181,320916.5558,0.00000463,,,ZAE000066692
31/12/2024,Balanced Growth,Listed Equity,,Aspen Technology Inc,10647.74121,4292975.276,0.00006194,,,US29109X1063
31/12/2024,Balanced Growth,Listed Equity,,ASR Nederland NV,7214.440954,552373.0558,0.00000797,,,NL0011872643
31/12/2024,Balanced Growth,Listed Equity,,Assa Abloy AB,65461.69924,3127091.05,0.00004512,,,SE0007100581
31/12/2024,Balanced Growth,Listed Equity,,Associated British Foods PLC,13602.54443,562128.4068,0.00000811,,,GB0006731235
31/12/2024,Balanced Growth,Listed Equity,,Assurant Inc,5309.465331,1828449,0.00002638,,,US04621X1081
31/12/2024,Balanced Growth,Listed Equity,,Astellas Pharma Inc,473093.0816,7460629.253,0.00010765,,,JP3942400007
31/12/2024,Balanced Growth,Listed Equity,,Astral Ltd,9005.021057,280686.1324,0.00000405,,,INE006I01046
31/12/2024,Balanced Growth,Listed Equity,,AstraZeneca PLC,263688.8593,55834484.21,0.00080565,,,GB0009895292
31/12/2024,Balanced Growth,Listed Equity,,AstraZeneca PLC,283285.9951,29978031.81,0.00043256,,,US0463531089
31/12/2024,Balanced Growth,Listed Equity,,Asustek Computer Inc,328491.6039,9968743.452,0.00014384,,,TW0002357001
31/12/2024,Balanced Growth,Listed Equity,,ASX Ltd,1048975.043,68267295.81,0.00098504,,,AU000000ASX7
31/12/2024,Balanced Growth,Listed Equity,,Atkore Inc,16360.13566,2205044.527,0.00003182,,,US0476491081
31/12/2024,Balanced Growth,Listed Equity,,Atlas Copco AB,139558.7584,3048766.905,0.00004399,,,SE0017486897
31/12/2024,Balanced Growth,Listed Equity,,Atlas Copco AB,916665.6432,22624720.55,0.00032646,,,SE0017486889
31/12/2024,Balanced Growth,Listed Equity,,Atlassian Corp,86079.35399,33836700.6,0.00048824,,,US0494681010
31/12/2024,Balanced Growth,Listed Equity,,Atmos Energy Corp,12653.33388,2846208.208,0.00004107,,,US0495601058
31/12/2024,Balanced Growth,Listed Equity,,AT&T Inc,1559279.466,57344413.21,0.00082744,,,US00206R1023
31/12/2024,Balanced Growth,Listed Equity,,AUB Group Ltd,1237730.538,38617192.79,0.00055722,,,AU000000AUB9
31/12/2024,Balanced Growth,Listed Equity,,Auckland International Airport Ltd,10532731.81,81741874.46,0.00117947,,,NZAIAE0002S6
31/12/2024,Balanced Growth,Listed Equity,,Audinate Group Ltd,399984.9017,2963888.121,0.00004277,,,AU000000AD88
31/12/2024,Balanced Growth,Listed Equity,,AUO Corp,388716.4714,280547.2447,0.00000405,,,TW0002409000
31/12/2024,Balanced Growth,Listed Equity,,Aurizon Holdings Ltd,11255646.68,36580851.72,0.00052783,,,AU000000AZJ1
31/12/2024,Balanced Growth,Listed Equity,,Aurobindo Pharma Ltd,15668.96425,394474.8645,0.00000569,,,INE406A01037
31/12/2024,Balanced Growth,Listed Equity,,AU Small Finance Bank Ltd,21020.1155,221709.8857,0.0000032,,,INE949L01017
31/12/2024,Balanced Growth,Listed Equity,,Aussie Broadband Ltd,16747.40253,59955.70105,0.00000087,,,AU0000106643
31/12/2024,Balanced Growth,Listed Equity,,Austal Ltd,856943.9576,2656526.269,0.00003833,,,AU000000ASB3
